ranking,club name,country,point score,1 year change,symbol change
2496,Nakambala Leopards,Zambia,1221,29,-
2289,Nakhon Pathom,Thailand,1239,43,-
1549,Nakhon Ratchasima FC,Thailand,1291,13,-
1864,Nalkutan FC,Vanuatu,1266,11,-
479,Nancy,France,1439,0,-
138,Nantes,France,1586,92,+
1262,Napredak,Serbia,1318,271,-
2684,Napredok,Macedonia,1190,8,-
2368,NAPSA Stars FC,Zambia,1232,35,-
1137,Narva Trans,Estonia,1331,214,-
377,Nasaf Qarshi,Uzbekistan,1469,108,+
815,Nasarawa United,Nigeria,1372,23,-
549,Nashville SC,United States,1424,231,+
1052,Nassaji Mazandaran,Iran,1341,27,+
2698,National Assembly,Zambia,1186,9,-
994,National Bank,Egypt,1348,689,+
1301,N��utico,Brazil,1314,6,-
1096,Naval 1o de Maio,Portugal,1337,16,-
1485,Navbahor Namangan,Uzbekistan,1297,260,+
1138,NC Magra,Algeria,1331,698,+
1877,Nchanga Rangers,Zambia,1265,9,-
2351,ND Triglav,Slovenia,1233,40,-
2375,Ndjadi,Congo DR,1232,37,-
2271,Ndoki ya Ndombe,Congo DR,1241,37,-
1070,Nea Salamis,Cyprus,1339,11,-
290,Neath Athletic,Wales,1501,1,-
761,NEC Nijmegen,Netherlands,1382,14,+
438,Necaxa,Mexico,1451,131,+
1522,Necaxa,Honduras,1293,31,-
2384,Neftchi,Uzbekistan,1231,40,-
360,Neft?i,Azerbaijan,1474,16,-
1998,Neftochimic Burgas 1962,Bulgaria,1257,4,-
819,Nejmeh SC,Lebanon,1371,31,+
811,Neman Grodno,Belarus,1373,120,+
2119,Nembe City FC,Nigeria,1250,47,-
1377,Neuchatel Xamax,Switzerland,1305,4,-
2733,Nev??is K?dainiai,Lithuania,1171,229,-
1409,New Edubiase FC,Ghana,1302,1,-
467,New England Revolution,United States,1443,267,+
1043,New Soger,Congo DR,1342,1,-
1606,New Star de Douala,Cameroon,1288,228,-
381,New York City FC,United States,1468,68,+
624,New York Red Bulls,United States,1405,60,+
43,Newcastle United,England,1709,46,+
1853,Newcastle United Jets,Australia,1267,84,+
323,Newell's Old Boys,Argentina,1487,121,-
2691,Newry City AFC,Northern Ireland,1189,7,-
899,Newtown,Wales,1360,170,+
1895,Ngezi Platinum FC,Zimbabwe,1264,212,+
100,Nice,France,1624,106,+
1938,NIGELEC,Niger,1261,1,-
1155,Niger Tornadoes,Nigeria,1329,24,-
2741,Niki Volou,Greece,1166,2,-
450,N?mes Olympique,France,1447,7,-
2711,Nistru,Moldova,1181,7,-
2426,Nitra,Slovakia,1227,31,-
1782,Njala Quan,Cameroon,1272,6,-
1966,Njube Sundowns,Zimbabwe,1259,2,-
724,NK Bravo,Slovenia,1389,10,+
688,NK Celje,Slovenia,1394,174,-
2196,NK Istra 1961,Croatia,1245,281,+
1603,NK Krka,Slovenia,1288,20,-
2280,NK Krsko,Slovenia,1240,37,-
2447,NK Rude?,Croatia,1225,26,-
1235,NK Tabor Se?ana,Slovenia,1322,337,-
2327,NK Vara?din,Croatia,1236,40,-
1883,NK Zadar,Croatia,1265,2,-
2254,NK Zagreb,Croatia,1241,38,-
2533,NK Zvijezda Gradacac,Bosnia and Herzegovina,1218,24,-
1586,Nkana FC,Zambia,1289,169,+
2380,Nkoy,Congo DR,1231,37,-
2035,Nkoyi Bilombe,Denmark,1254,0,-
2077,Nkwazi,Zambia,1252,68,-
2682,Noah J��rmala,Latvia,1190,218,-
1851,Nogoom FC,Egypt,1267,11,-
143,Nomme JK Kalju,Estonia,1581,29,-
1692,Nong Bua Pitchaya FC,Thailand,1280,415,+
2111,Nord Sport,Denmark,1250,50,-
870,Nordsj?lland,Denmark,1364,212,-
2358,North Eastern Re Organising Cultural Association,India,1233,80,-
2531,North Queensland Fury,Australia,1218,24,-
2264,Northeast United FC,India,1241,38,-
755,Norwich City,England,1382,158,+
422,Novara,Italy,1456,10,-
1410,Novi Pazar,Serbia,1302,351,+
629,N? Mura,Slovenia,1405,6,-
409,?ublense,Chile,1460,409,+
453,Nueva Chicago,Argentina,1447,8,-
777,Nueve de Octubre,Ecuador,1378,112,+
704,N��rnberg,Germany,1391,14,-
1885,Ny��regyh��za Spartacus,Hungary,1264,2,-
689,O'Higgins,Chile,1394,179,-
2744,Obod,Uzbekistan,1165,1,-
1598,Obolon',Ukraine,1288,19,-
1700,Ocean Boys FC,Nigeria,1280,3,-
2009,Ocean Pacifique,Denmark,1256,2,-
1157,OCK Khouribga,Morocco,1329,226,+
1056,Odds Ballklubb,Norway,1340,331,-
969,Odense Boldklub,Denmark,1352,98,-
1829,Odra Wodzis?aw,Poland,1269,12,-
1816,Oestersunds FK,Sweden,1270,792,-
2471,Office Niger Sports,Mali,1223,26,-
999,OFI Crete,Greece,1347,297,+
1761,OFK Beograd,Serbia,1274,1,-
1438,OFK Titograd,Montenegro,1301,2,-
1750,OFTA FC,Cameroon,1275,309,-
2456,Ohod Saudi FC,Saudi Arabia,1224,25,-
1372,Oita Trinita,Japan,1306,125,+
2033,Okzhetpes Kokshetau,Kazakhstan,1254,0,-
494,Oleksandriya,Ukraine,1436,70,+
1159,Olhanense,Portugal,1329,5,-
248,Olimpia,Honduras,1521,71,-
262,Olimpia,Paraguay,1514,128,-
316,Olimpija Ljubljana,Slovenia,1489,16,-
1386,Olimpik Donetsk,Ukraine,1304,2,-
2356,Olimpik Sarajevo,Bosnia and Herzegovina,1233,40,-
998,Olimpo,Argentina,1347,2,-
44,Olympiakos,Greece,1706,7,-
873,Olympiakos Nicosia,Cyprus,1364,212,+
420,Olympiakos Volos,Greece,1457,10,-
2103,Olympic Club,Congo DR,1250,2,-
1161,Olympic Club de Safi,Morocco,1328,114,-
1512,Olympic El Qanah FC,Egypt,1295,25,-
1924,Olympic Niamey,Niger,1262,6,-
1329,Olympique B��ja,Tunisia,1311,104,+
574,Olympique de Bamako,Mali,1419,6,-
1547,Olympique de Medea,Algeria,1291,441,-
2198,Olympique de Missira,Mali,1245,42,-
1929,Olympique du Kef,Tunisia,1262,7,-
1116,Omiya Ardija,Japan,1334,9,-
247,Omonia Nicosia,Cyprus,1521,108,-
654,Once Caldas,Colombia,1400,187,-
1716,Once Municipal,El Salvador,1278,75,+
2089,ONGC FC,India,1251,1,-
1599,Onze Cr��ateurs,Mali,1288,20,-
2507,Opava,Czech Republic,1220,29,-
600,Ordabasy Shymkent,Kazakhstan,1411,51,-
1201,Orduspor,Turkey,1325,6,-
1631,?rebro,Sweden,1286,537,-
746,Orense SC,Ecuador,1384,451,+
1694,?rgryte,Sweden,1280,4,-
946,Oriente Petrolero,Bolivia,1354,40,-
2520,Ori��n,Costa Rica,1218,27,-
993,Orlando City,United States,1348,38,-
463,Orlando Pirates,South Africa,1444,73,-
131,Osasuna,Spain,1591,38,-
191,Osijek,Croatia,1549,7,+
810,Osmanl?spor FK,Turkey,1373,19,-
1597,?ster,Sweden,1288,19,-
1130,O?elul Gala?i,Romania,1332,2,-
1702,Othellos Athienou FC,Cyprus,1279,5,-
933,Oud-Heverlee Leuven,Belgium,1356,43,-
2275,Ouragahio,Ivory Coast,1240,38,-
2105,PA Sambizanga,Angola,1250,71,+
1449,Pac��fico,Peru,1299,29,-
528,Pa?os de Ferreira,Portugal,1429,117,-
1315,Padideh F.C.,Iran,1312,567,-
2273,PAEEK,Cyprus,1240,833,-
2721,Paernu Linnameeskond,Estonia,1177,4,-
445,Pafos FC,Cyprus,1449,183,+
372,Paide Linnameeskond,Estonia,1470,75,+
276,Pakhtakor Tashkent,Uzbekistan,1508,68,-
710,Paksi SE,Hungary,1390,17,+
672,Palermo,Italy,1397,8,-
620,Palestino,Chile,1406,47,-
15,Palmeiras,Brazil,1831,33,+
187,Panathinaikos,Greece,1552,68,+
828,Pandurii Targu Jiu,Romania,1370,16,-
1376,Panetolikos,Greece,1305,156,+
1195,Panionios,Greece,1326,8,-
1688,Panserraikos,Greece,1281,5,-
1525,Panth��re,Cameroon,1293,401,-
2057,Panthrakikos Komotini,Greece,1253,2,-
127,PAOK FC,Greece,1598,30,-
2637,P��pa,Hungary,1202,9,-
2181,Papua New Guinea U20,Papua New Guinea,1246,42,-
766,Paradou AC,Algeria,1381,62,-
790,Paran�� Clube,Brazil,1376,19,-
12,Paris Saint-Germain,France,1847,4,-
742,Parma Calcio 1913,Italy,1385,16,-
2759,P?rnu JK Vaprus,Estonia,1144,31,-
1927,Parrillas One,Honduras,1262,7,-
1211,Pars Jonoubi Jam,Iran,1324,10,-
1749,Partick Thistle,Scotland,1275,0,-
59,Partizan Beograd,Serbia,1685,23,+
2269,Partizan Minsk,Belarus,1241,37,-
2073,Partizani Tirana,Albania,1252,1,-
803,PAS Giannina,Greece,1374,439,+
1596,Pas Hamedan,Iran,1288,19,-
2415,Pasaquina F.C.,El Salvador,1228,32,-
935,Patriotas Boyac��,Colombia,1356,108,+
504,Patronato de Parana,Argentina,1433,76,-
1478,Pattaya United,Thailand,1298,25,-
1002,Paykan F.C.,Iran,1346,98,+
841,PEC Zwolle,Netherlands,1368,290,-
1224,P��csi MFC,Hungary,1323,10,-
2668,Pelister,Macedonia,1193,397,-
2160,Pelita Bandung Raya,Indonesia,1247,43,-
1476,Penafiel,Portugal,1298,25,-
196,Pe?arol,Uruguay,1547,54,-
1810,Penybont FC,Wales,1270,59,+
1265,P��rez Zeled��n,Costa Rica,1318,99,-
1150,Persebaya Surabaya,Indonesia,1330,402,+
2480,Persela Lamongan,Indonesia,1222,551,-
2061,Persema Malang,Indonesia,1253,1,-
121,Persepolis,Iran,1604,23,-
2317,Perseru Badak Lampung,Indonesia,1237,40,-
753,Persib Bandung,Indonesia,1383,180,+
1890,Persiba Balikpapan,Indonesia,1264,2,-
1405,Persidafon,Indonesia,1303,2,-
894,Persija Jakarta,Indonesia,1360,117,-
2208,Persijap Jepara,Indonesia,1244,41,-
2200,Persik Kediri,Indonesia,1245,88,+
2093,Persikabo 1973 (INA),Indonesia,1251,205,+
788,Persipura Jayapura,Indonesia,1376,147,-
2661,Persiraja Aceh,Indonesia,1195,626,-
2116,Persiram Raja Ampat,Indonesia,1250,47,-
2183,Persita Tangerang,Indonesia,1246,2,-
2433,Persitara Jakarta,Indonesia,1226,29,-
1799,Persiwa Wamena,Indonesia,1271,10,-
1578,Perth Glory,Australia,1289,405,-
1454,Pescara,Italy,1299,28,-
2189,Petro Souths,Papua New Guinea,1245,44,-
1291,Petrojet,Egypt,1315,6,-
1167,Petrolul Ploie?ti,Romania,1328,5,-
1999,Petrovac,Montenegro,1257,33,-
1974,Petr?alka,Slovakia,1259,2,-
184,PFC CSKA Sofia,Bulgaria,1554,43,-
678,PFC Lokomotiv Sofia 1929,Bulgaria,1395,263,-
85,PFC Ludogorets 1945 Razgrad,Bulgaria,1642,6,+
229,PFC Sochi,Russia,1530,49,+
1185,Pharco FC,Egypt,1327,256,+
431,Philadelphia Union,United States,1452,37,-
484,Piast Gliwice,Poland,1438,17,+
1976,Pirae,Syria,1259,139,-
1427,Pirin Blagoevgrad,Bulgaria,1301,13,-
2424,Pirin Gotse Delchev,Bulgaria,1227,31,-
2387,PK-35 Vantaa,Finland,1231,34,-
2168,Platanias,Greece,1247,42,-
506,Plateau United,Nigeria,1433,34,+
2120,Platense,Honduras,1250,574,-
1253,Platinum Stars,South Africa,1319,3,-
575,Plaza Colonia,Uruguay,1418,42,-
2707,Pobeda,Macedonia,1183,9,-
1876,Podbeskidzie Bielsko-Biala,Poland,1265,9,-
1854,Podbrezov��,Slovakia,1267,11,-
391,Pogo�� Szczecin,Poland,1465,195,+
352,Pohang Steelers,South Korea,1476,40,-
2222,Point Fortin FC,Trinidad and Tobago,1243,40,-
2722,Police,Trinidad and Tobago,1177,4,-
2488,Police FC,Niger,1222,30,-
1531,Police Tero FC,Thailand,1293,76,+
1988,Police United FC,Thailand,1258,3,-
1759,Politehnica Ia?i,Romania,1274,2,-
1506,Polokwane City,South Africa,1295,21,-
1666,Polonia Bytom,Poland,1283,11,-
716,Polonia Warszawa,Poland,1390,16,-
439,Ponte Preta,Brazil,1451,9,-
2481,Porcelana FC,Angola,1222,30,-
723,Port F.C.,Thailand,1389,30,-
953,Port Talbot,Wales,1353,17,-
2723,Portadown FC,Northern Ireland,1176,190,-
2446,Porthmadog,Wales,1225,25,-
645,Portimonense,Portugal,1402,5,+
644,Portland Timbers,United States,1402,77,-
1431,Portmore United FC,Jamaica,1301,301,-
531,Portsmouth,England,1428,6,-
183,Portuguesa,Brazil,1554,8,-
1892,Portuguesa FC,Venezuela,1264,550,+
1089,Power Dynamos,Zambia,1338,9,+
1785,Prachuap FC,Thailand,1272,86,-
2325,Prestatyn Town FC,Wales,1236,39,-
1602,Pretoria University,South Africa,1288,19,-
1973,P?��bram,Czech Republic,1259,2,-
1862,Primorje,Slovenia,1267,15,-
1781,Prison Leopards,Zambia,1272,224,+
2133,Progresso Associa??o do Sambizanga,Angola,1249,406,-
1736,Progresso da Lunda Sul,Angola,1276,2,-
2462,PS Kemi,Finland,1224,26,-
1783,PSIS,Indonesia,1272,68,+
1418,PSM Makassar,Indonesia,1302,214,-
2294,PSMS,Indonesia,1238,44,-
1912,PSPS Pekanbaru,Indonesia,1263,4,-
1940,PSS Sleman,Indonesia,1260,64,-
31,PSV Eindhoven,Netherlands,1752,16,+
2534,PTT Rayong FC,Thailand,1217,24,-
2374,Puaikura,Cook Islands,1232,36,-
1415,Puerto Rico Islanders,Puerto Rico,1302,1,-
2678,Puerto Rico United,Puerto Rico,1191,9,-
335,Pumas UNAM,Mexico,1482,58,-
699,Pune FC,India,1392,14,-
1855,Punjab Football Club,India,1267,3,+
1863,Puntarenas FC,Costa Rica,1266,13,-
1186,Pusamania Borneo FC,Indonesia,1326,99,+
526,Pusk��s FC,Hungary,1429,86,+
1026,Pwd Bamenda,Cameroon,1343,41,+
325,Pyramids FC,Egypt,1487,84,+
781,Q?b?l?,Azerbaijan,1377,66,+
159,Qaraba?,Azerbaijan,1571,41,+
1354,Qatar SC,Qatar,1308,82,-
2547,Qingdao FC,China PR,1216,1019,-
1568,Qingdao Jonoon,China PR,1290,23,-
2192,Qizilqum Zarafshon,Uzbekistan,1245,291,+
449,Queens Park Rangers,England,1448,7,-
2523,Quelaton,Zimbabwe,1218,27,-
593,Quer��taro,Mexico,1413,5,-
917,Quilmes,Argentina,1358,7,-
1723,R.F.C. Seraing,Belgium,1277,762,-
1617,Rabotni?ki,Macedonia,1287,131,-
2553,Racing Beirut,Lebanon,1215,23,-
137,Racing Club,Argentina,1586,104,-
1140,Racing Club,Uruguay,1331,2,-
1428,Racing Club d'Abidjan,Ivory Coast,1301,155,+
2287,Racing de Casablanca,Morocco,1239,42,-
741,Racing Santander,Spain,1385,18,-
2069,Rad Beograd,Serbia,1252,2,-
2131,Radni?ki 1923 Kragujevac,Serbia,1249,252,-
567,Radni?ki Ni?,Serbia,1419,30,-
1869,Radnik Bijeljina,Bosnia and Herzegovina,1266,216,-
1094,Radomiak Radom,Poland,1337,347,+
1903,Radomlje,Slovenia,1263,851,+
1510,Rah Ahan,Iran,1295,23,-
2588,Raja Beni Mellal,Morocco,1209,19,-
2088,Rajasthan United,India,1251,19,+
2685,Rakvere JK Tarvas,Estonia,1190,8,-
1484,Ramonense PO,Costa Rica,1297,22,-
1443,Rampla Juniors,Uruguay,1300,29,-
2176,Ranchers Bees,Nigeria,1246,42,-
808,Randers FC,Denmark,1373,17,+
2080,Rangdajied United,India,1252,0,-
32,Rangers,Scotland,1750,1,+
1036,Rangers,Chile,1342,2,-
1646,Ranheim,Norway,1285,15,-
731,Rapid Bucure?ti,Romania,1387,184,+
301,Rapid Wien,Austria,1496,69,-
1649,Rapide Club Oued Zem,Morocco,1284,544,-
1361,Ratchaburi FC,Thailand,1307,344,-
235,Rayo Vallecano,Spain,1526,15,+
21,RB Leipzig,Germany,1793,2,+
1336,RC Arbaa,Algeria,1310,432,+
1947,RC Bafoussam,Cameroon,1260,715,-
2519,RC Kinshasa,Congo DR,1219,326,-
2036,RC Relizane,Algeria,1254,862,-
86,RC Strasbourg,France,1639,137,+
193,RCA Raja Casablanca Athletic,Morocco,1548,58,+
179,RCD Espanyol,Spain,1557,107,+
516,Reading,England,1431,4,-
29,Real Betis,Spain,1759,15,+
1519,Real Cartagena,Colombia,1294,32,-
487,Real Espa?a,Honduras,1437,310,+
786,Real Estel��,Nicaragua,1376,42,+
1697,Real Juventud,Honduras,1280,4,-
1933,Real Kashmir FC,India,1261,255,-
3,Real Madrid,Spain,2010,1,+
2736,Real Madriz,Nicaragua,1169,30,-
2629,Real Mamor��,Bolivia,1203,12,-
2612,Real Potos��,Bolivia,1206,102,-
824,Real Salt Lake,United States,1370,252,+
1579,Real Santa Cruz,Bolivia,1289,357,+
37,Real Sociedad,Spain,1722,1,-
2500,Real Sociedad,Honduras,1221,207,-
2578,Real Tamale,Ghana,1212,69,+
1612,Real Tomayapo,Bolivia,1287,225,-
274,Real Valladolid,Spain,1509,4,-
371,Real Zaragoza,Spain,1470,9,-
1025,Recreativo da Ca��la,Angola,1343,50,+
752,Recreativo do Libolo,Angola,1383,106,-
1035,Red Arrows,Zambia,1342,499,+
144,Red Bull Bragantino SP,Brazil,1580,65,-
30,Red Bull Salzburg,Austria,1755,10,+
211,Reims,France,1538,35,+
1303,Remo Stars,Nigeria,1314,790,+
1360,Renaissance Club Zemamra,Morocco,1307,319,+
1584,Renaissance de Ngoumou,Cameroon,1289,238,-
48,Rennes,France,1697,68,+
2700,Reno FC,Jamaica,1186,8,-
1740,Renova,Macedonia,1276,263,+
1039,Rentistas,Uruguay,1342,49,-
661,Resistencia Sport Club,Paraguay,1399,300,+
2463,Revan Baku,Azerbaijan,1224,26,-
2228,Rewa,Fiji,1243,40,-
1171,Rhyl,Wales,1328,4,-
714,Riga FC,Latvia,1390,47,-
637,Rigas Futbola skola,Latvia,1403,141,+
251,Rijeka,Croatia,1519,4,-
1707,R��o Abajo,Panama,1279,4,-
464,Rio Ave,Portugal,1443,2,-
1553,Rising Stars,Nigeria,1291,25,-
25,River Plate,Argentina,1773,1,+
539,River Plate,Uruguay,1426,43,+
816,River Plate Ecuador,Ecuador,1371,288,+
627,River Plate PR,Puerto Rico,1405,6,-
2460,Rivoli United,Jamaica,1224,27,-
1034,Rizespor,Turkey,1342,181,-
669,RKC Waalwijk,Netherlands,1397,514,+
1722,RNK Split,Croatia,1277,2,-
2261,Roan United,Zambia,1241,38,-
995,Roda JC Kerkrade,Netherlands,1348,6,-
1199,Roeselare,Belgium,1325,7,-
2425,Rojolu,Congo DR,1227,31,-
27,Roma,Italy,1763,16,+
1812,RoPS Rovaniemi,Finland,1270,35,-
273,Rosario Central,Argentina,1509,66,-
342,Rosenborg BK,Norway,1479,58,-
1322,Ross County,Scotland,1312,428,+
2323,Roumde Adjia,Cameroon,1236,40,-
951,Royal AM,South Africa,1354,490,+
284,Royal Antwerp FC,Belgium,1503,18,-
1175,Royal Excel Mouscron P��ruwelz,Belgium,1328,4,-
778,Royal Pari,Bolivia,1378,30,+
1867,Royal Wahingdoh,India,1266,11,-
604,RSB Berkane,Morocco,1409,10,-
176,RSC Anderlecht,Belgium,1559,63,+
369,Rubin Kazan,Russia,1471,98,-
909,Rubio ?��,Paraguay,1359,10,-
1536,Ruch Chorz��w,Poland,1292,31,-
1770,Rudar Pljevlja,Montenegro,1273,360,-
2573,Rudar Prijedor,Bosnia and Herzegovina,1212,4,-
2098,Rudar Velenje,Slovenia,1250,3,-
838,Rukh Vynnyky,Ukraine,1369,12,+
398,Ru?omberok,Slovakia,1463,478,+
1006,Saba Qom,Iran,1345,3,-
1526,Sabah FK,Azerbaijan,1293,430,+
2265,Sabana de Mopti,Mali,1241,38,-
2122,Sab��,Ivory Coast,1250,46,-
1504,Sable Bati��,Cameroon,1295,20,-
972,Saburtalo,Georgia,1351,25,-
1792,Sacachispas Chiquimula,Guatemala,1271,9,-
597,Sagan Tosu,Japan,1412,81,+
1505,S?geata N?vodari,Romania,1295,21,-
891,Sagrada Esperan?a,Angola,1361,182,+
2582,Sahab SC,Jordan,1211,58,+
2038,Sahel,Niger,1254,1,-
1426,Sa?da,Algeria,1301,1,-
1956,Saint George,Ethiopia,1260,5,-
2217,Saint-Cl��ment,Congo DR,1243,40,-
500,Saint-Eloi Lupopo,Congo DR,1434,71,+
498,Saint-��tienne,France,1434,250,-
2342,Saint-Luc,Congo DR,1234,39,-
1249,Saipa FC,Iran,1319,154,-
2701,Salam Zgharta,Lebanon,1186,8,-
814,Salgaocar,India,1372,19,-
180,Sampdoria,Italy,1556,92,-
844,Samsunspor,Turkey,1367,15,-
1962,Samut Prakan City,Thailand,1259,135,-
2610,Samut Songkram,Thailand,1206,16,-
1284,San Francisco FC,Panama,1316,188,-
2557,San Jos��,Bolivia,1215,1419,-
1334,San Jose Earthquakes,United States,1310,64,+
1901,San Juan FC,Puerto Rico,1263,5,-
2502,San Juan Jabloteh,Trinidad and Tobago,1220,28,-
343,San Lorenzo de Almagro,Argentina,1479,146,-
1390,San Luis,Chile,1304,1,-
1030,San Luis FC,Mexico,1343,5,-
1104,San Marcos,Chile,1336,17,-
473,San Mart��n de Tucum��n,Argentina,1441,1,-
387,San Mart��n San Juan,Argentina,1466,11,-
970,San Pedro,Ivory Coast,1352,176,+
1670,San Simon,Peru,1282,12,-
985,Sanat Naft Abadan,Iran,1349,94,-
2596,Sandals South Coast,Jamaica,1209,17,-
1745,Sandecja Nowy S?cz,Poland,1275,1,-
1560,Sandefjord Football,Norway,1290,431,+
2024,Sandnes,Norway,1255,1,-
428,Sanfrecce Hiroshima,Japan,1454,62,-
943,Sanga Balende,Congo DR,1354,141,-
595,Santa Cruz,Brazil,1412,0,-
382,Santa Fe,Colombia,1468,145,-
2043,Santa Gema FC,Panama,1254,1,-
918,Santa Lucia Cotzumalguapa,Guatemala,1358,152,+
2451,Santa Rita de C��ssia FC,Angola,1225,48,+
1474,Santa Tecla FC,El Salvador,1298,442,-
1062,Santiago Morning,Chile,1340,8,-
1614,Santiago Wanderers,Chile,1287,426,-
488,Santo Andr��,Brazil,1437,0,-
1357,Santos,South Africa,1308,4,-
2236,Santos de Angola,Angola,1243,37,-
960,Santos de Gu��piles,Costa Rica,1353,44,+
117,Santos FC,Brazil,1607,10,+
250,Santos Laguna,Mexico,1520,78,-
70,S?o Paulo,Brazil,1660,7,-
2623,Sapovnela,Georgia,1204,11,-
2068,Saraburi FC,Thailand,1252,2,-
764,Sarmiento,Argentina,1381,35,+
882,Sarpsborg 08,Norway,1362,119,+
72,Sassuolo,Italy,1658,19,-
659,Saturn,Russia,1399,4,-
2320,Saurimo FC,Angola,1236,40,-
392,SC Bastia,France,1464,10,-
1063,SC Chabab Mohamm��dia,Morocco,1340,314,+
334,SC Dnipro-1,Ukraine,1482,302,+
730,SC Farense,Portugal,1387,19,-
538,SC Heerenveen,Netherlands,1426,7,+
444,SC Paderborn 07,Germany,1451,12,-
655,Schalke 04,Germany,1400,3,-
2056,Scorpion FC de B��,Cameroon,1253,2,-
1679,SCR Altach,Austria,1281,320,-
2464,SD Atletico Nacional,Panama,1224,26,-
185,SD Huesca,Spain,1553,9,-
244,Seattle Sounders FC,United States,1523,96,+
805,Seinaejoen JK,Finland,1373,244,+
1456,sekhukhune united fc,South Africa,1299,14,-
1825,Sektzia Ness Ziona FC,Israel,1269,11,-
1314,Semen Padang,Indonesia,1312,6,-
1223,Seongnam FC,South Korea,1323,312,-
280,Sepahan,Iran,1505,8,+
2005,Sepidrood Rasht SC,Iran,1256,3,-
512,Sepsi OSK,Romania,1432,86,+
789,Servette,Switzerland,1376,61,-
1168,Sevastopol,Ukraine,1328,4,-
24,Sevilla,Spain,1790,6,-
794,Sevilla FC Puerto Rico,Puerto Rico,1375,21,-
763,S��w��,Ivory Coast,1381,18,-
2439,S?bail FK,Azerbaijan,1226,403,-
1179,Sf?ntul Gheorghe,Moldova,1327,129,+
2667,Shabab AL Ghazieh SC,Lebanon,1194,9,-
1899,Shabab Al Sahel,Lebanon,1264,34,-
2104,Shabab Al-Aqaba Club,Jordan,1250,80,+
1793,Shabab Al-Ordon Club,Jordan,1271,79,+
2234,Shabab El Bourj SC,Lebanon,1243,18,-
1385,Shabanie Mine,Zimbabwe,1304,1,-
1826,Shahin Bushehr FC,Iran,1269,11,-
1381,Shahrdari Tabriz,Iran,1305,1,-
42,Shakhtar Donetsk,Ukraine,1714,6,-
1076,Shakhter Karagandy,Kazakhstan,1339,33,+
125,Shakhtyor Soligorsk,Belarus,1599,4,+
129,Shamrock Rovers,Ireland,1596,6,+
462,Shandong Taishan F.C.,China PR,1444,152,-
233,Shanghai Port F.C.,China PR,1527,13,-
722,Shanghai Shenhua,China PR,1389,140,+
2522,Shanghai Shenxin,China PR,1218,27,-
668,Sharjah Cultural Club,United Arab Emirates,1397,2,+
1908,Shark XI,Congo DR,1263,4,-
1009,Sharks,Nigeria,1345,9,-
380,Sheffield United FC,England,1468,9,-
1827,Shelbourne,Ireland,1269,242,+
1216,Shenzhen FC,China PR,1324,360,+
1678,Shijiazhuang Ever Bright,China PR,1281,65,+
1259,Shimizu S-Pulse,Japan,1318,4,-
966,Shkupi Skopje,Macedonia,1352,541,+
1491,Shonan Bellmare,Japan,1297,52,-
1122,Shooting Stars,Nigeria,1333,65,-
1807,Shooting Stars,Zimbabwe,1270,9,-
2508,Shortan Guzor,Uzbekistan,1220,29,-
2441,Siam Navy FC,Thailand,1225,25,-
2750,Siauliai,Lithuania,1159,0,-
1752,?ibenik,Croatia,1275,391,-
1331,Sibir Novosibirsk,Russia,1311,1,-
425,Siena,Italy,1455,9,-
2432,Sigui,Mali,1226,29,-
1095,Silkeborg,Denmark,1337,1335,+
402,Sillam?e Kalev,Estonia,1462,13,-
971,Simba SC,Tanzania,1351,19,-
1230,Simurq,Azerbaijan,1323,10,-
548,Sint-Truiden,Belgium,1424,262,+
1965,Si��fok,Hungary,1259,2,-
903,Sion,Switzerland,1359,138,-
2001,Siquinal�� FC,Guatemala,1256,3,-
1048,Sirius,Sweden,1341,201,+
745,?iroki Brijeg,Bosnia and Herzegovina,1384,134,-
2586,Sisaket FC,Thailand,1210,20,-
341,Sivasspor,Turkey,1479,99,-
1212,SK Austria Klagenfurt,Austria,1324,229,+
2475,SK Bab��te,Latvia,1223,27,-
1156,SK Brann,Norway,1329,157,-
490,SK Sigma Olomouc,Czech Republic,1436,130,+
2574,SK Super Nova,Latvia,1212,468,-
1842,SKA-Khabarovsk,Russia,1268,10,-
2213,Skalica,Slovakia,1244,42,-
1650,Skenderbeu,Albania,1284,14,-
1292,?KF Sere?,Slovakia,1315,226,+
2092,SKN Sankt P?lten,Austria,1251,2,-
1053,?l?sk Wroc?aw,Poland,1341,317,-
1304,Slaven,Croatia,1314,14,-
39,Slavia Prague,Czech Republic,1721,14,-
702,Slavia Sofia,Bulgaria,1392,6,+
1151,Slavia-Mozyr,Belarus,1330,637,+
2418,Slavija Sarajevo,Bosnia and Herzegovina,1228,31,-
698,Sligo Rovers,Ireland,1392,60,-
2142,Sliven,Bulgaria,1248,41,-
1891,Sloboda Tuzla,Bosnia and Herzegovina,1264,69,-
1067,Sloboda U?ice,Serbia,1340,9,-
162,Slov��cko,Czech Republic,1567,111,+
118,Slovan Bratislava,Slovakia,1606,0,+
551,Slovan Liberec,Czech Republic,1423,219,-
2504,Smederevo,Serbia,1220,30,-
2642,Smolevichy,Belarus,1200,11,-
472,Smouha SC,Egypt,1441,92,+
954,SO Arm��e,Ivory Coast,1353,84,-
314,Sochaux,France,1490,8,-
2096,Social Sol,Honduras,1251,3,-
2296,Socozaki,Denmark,1238,44,-
1417,Sofapaka,Kenya,1302,1,-
1687,Sogakope WAFA,Ghana,1281,54,-
